Video_File,Frame,Timestamp,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Conf,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Conf,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Conf,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Conf,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Conf,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Conf,Left_Hip_X,Left_Hip_Y,Left_Hip_Conf,Right_Hip_X,Right_Hip_Y,Right_Hip_Conf,Left_Knee_X,Left_Knee_Y,Left_Knee_Conf,Right_Knee_X,Right_Knee_Y,Right_Knee_Conf,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Conf,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Conf,avg_keypoint_conf,weighted_centroid_x,weighted_centroid_y,highest_conf_keypoint,highest_conf_value,lowest_conf_keypoint,lowest_conf_value
squats_1.mp4,0,0.0,620,111,755,405,39690,0.9102099537849426,721.80615234375,174.65478515625,0.990729033946991,660.8458862304688,174.115234375,0.9957491159439087,736.7596435546875,217.90260314941406,0.9563152194023132,641.5504150390625,217.86058044433594,0.9843338131904602,745.567138671875,255.55035400390625,0.9258544445037842,632.5879516601562,258.7991027832031,0.9660671353340149,710.1871337890625,260.9416198730469,0.9957346320152283,668.3953857421875,261.04254150390625,0.9970115423202515,718.994140625,317.2942199707031,0.988482654094696,655.5869140625,316.74371337890625,0.992520809173584,722.3563842773438,377.06536865234375,0.9642435908317566,653.427734375,378.45379638671875,0.97371506690979,0.9775630881388983,688.648393166785,267.3362098674399,Right_Hip,0.9970115423202515,Left_Wrist,0.9258544445037842
squats_1.mp4,1,0.1,620,111,755,405,39690,0.9103408455848694,721.7334594726562,174.65213012695312,0.9907270669937134,660.856689453125,174.1448516845703,0.9958178400993347,736.7164916992188,217.90582275390625,0.9558809995651245,641.523193359375,217.88522338867188,0.9845138192176819,745.5881958007812,255.52273559570312,0.9251807928085327,632.5777587890625,258.785400390625,0.9662993550300598,710.1435546875,260.83184814453125,0.9957029223442078,668.3882446289062,260.95745849609375,0.9970138072967529,718.970703125,317.27197265625,0.9883632063865662,655.589111328125,316.7590637207031,0.9925016164779663,722.44140625,377.0848083496094,0.9638577103614807,653.3727416992188,378.4717712402344,0.9735575318336487,0.9774513890345892,688.6265126291732,267.31885873985624,Right_Hip,0.9970138072967529,Left_Wrist,0.9251807928085327
squats_1.mp4,2,0.2,620,111,755,405,39690,0.9103554487228394,721.7412719726562,174.64598083496094,0.9907220602035522,660.849609375,174.13487243652344,0.9958147406578064,736.7125854492188,217.8942413330078,0.9558595418930054,641.5178833007812,217.8726043701172,0.984502375125885,745.5801391601562,255.51593017578125,0.9251417517662048,632.578369140625,258.794921875,0.9662735462188721,710.12890625,260.8216247558594,0.9956989288330078,668.3637084960938,260.9429931640625,0.9970107078552246,718.9765014648438,317.3248596191406,0.9883459210395813,655.5805053710938,316.791015625,0.992489755153656,722.456298828125,377.1326904296875,0.9637961387634277,653.36572265625,378.48828125,0.9735104441642761,0.9774304926395416,688.6221302238639,267.32522288755894,Right_Hip,0.9970107078552246,Left_Wrist,0.9251417517662048
squats_1.mp4,3,0.3,620,111,755,405,39690,0.9103672504425049,721.7440795898438,174.65029907226562,0.9907279014587402,660.8494262695312,174.14036560058594,0.9958142638206482,736.7114868164062,217.89358520507812,0.9558899402618408,641.5205688476562,217.87664794921875,0.9844979643821716,745.5838012695312,255.51727294921875,0.9251768589019775,632.5776977539062,258.7895812988281,0.9662659764289856,710.1348876953125,260.84124755859375,0.9957013726234436,668.3671264648438,260.9610900878906,0.9970113039016724,718.9805908203125,317.34490966796875,0.9883516430854797,655.577392578125,316.79937744140625,0.9924905896186829,722.4584350585938,377.1567687988281,0.9638099670410156,653.361572265625,378.4906921386719,0.9735144972801208,0.9774376899003983,688.6238420442687,267.3337980314552,Right_Hip,0.9970113039016724,Left_Wrist,0.9251768589019775
squats_1.mp4,4,0.4,620,111,755,405,39690,0.9104570746421814,721.7372436523438,174.6529541015625,0.9907367825508118,660.8433837890625,174.1271209716797,0.995820164680481,736.7155151367188,217.9147491455078,0.9559239149093628,641.5218505859375,217.87594604492188,0.9845192432403564,745.5643310546875,255.52166748046875,0.9252346158027649,632.580810546875,258.7771911621094,0.9663048982620239,710.1116333007812,260.7556457519531,0.9957095384597778,668.3410034179688,260.8720703125,0.9970176219940186,718.9681396484375,317.2838134765625,0.988379955291748,655.5452880859375,316.75701904296875,0.9925109148025513,722.4659423828125,377.10272216796875,0.9638921618461609,653.3588256835938,378.4892883300781,0.9735798239707947,0.977469136317571,688.6145571121434,267.30691676595103,Right_Hip,0.9970176219940186,Left_Wrist,0.9252346158027649
squats_1.mp4,5,0.5,620,111,755,405,39690,0.9103724956512451,721.7484130859375,174.6539306640625,0.9907402992248535,660.8157958984375,174.11961364746094,0.9958129525184631,736.7037963867188,217.9269561767578,0.955977737903595,641.5031127929688,217.87033081054688,0.9844975471496582,745.5452880859375,255.57940673828125,0.9252995252609253,632.5676879882812,258.83624267578125,0.9662729501724243,710.1488037109375,260.80010986328125,0.9957097768783569,668.3511962890625,260.9073181152344,0.9970147609710693,719.0255737304688,317.3680725097656,0.9883715510368347,655.5579833984375,316.79119873046875,0.992497444152832,722.510986328125,377.1927490234375,0.963851273059845,653.3367309570312,378.4880065917969,0.9735324382781982,0.9774648547172546,688.6206990703394,267.3392881573583,Right_Hip,0.9970147609710693,Left_Wrist,0.9252995252609253
squats_1.mp4,6,0.6,620,111,755,405,39690,0.9103842377662659,721.760986328125,174.6634063720703,0.9907495379447937,660.8095092773438,174.13064575195312,0.9958187937736511,736.6851196289062,217.92404174804688,0.9560225009918213,641.5018310546875,217.89434814453125,0.9845224618911743,745.5517578125,255.59033203125,0.925354540348053,632.562744140625,258.8581237792969,0.9663159251213074,710.1609497070312,260.810791015625,0.9957236051559448,668.3485717773438,260.90997314453125,0.9970249533653259,719.0840454101562,317.4224853515625,0.9884145259857178,655.5794677734375,316.782958984375,0.9925270080566406,722.5278930664062,377.3084716796875,0.9639802575111389,653.314453125,378.500732421875,0.9736341834068298,0.9775073577960333,688.6270535018599,267.36302160244014,Right_Hip,0.9970249533653259,Left_Wrist,0.925354540348053
squats_1.mp4,7,0.7,624,174,760,407,31688,0.9127349257469177,724.7578735351562,223.28494262695312,0.9896395206451416,657.81396484375,223.99725341796875,0.9949378967285156,744.0557861328125,261.3253173828125,0.9652432799339294,640.5584716796875,264.9283447265625,0.982856810092926,732.4022827148438,276.228759765625,0.9453697204589844,659.2762451171875,286.93670654296875,0.96439528465271,707.83251953125,287.954345703125,0.9965245127677917,661.5958251953125,288.0353088378906,0.9976250529289246,729.8890380859375,317.6690368652344,0.9906909465789795,652.9404907226562,317.23907470703125,0.9928184747695923,719.6040649414062,379.27398681640625,0.9777203798294067,643.3020629882812,379.5172119140625,0.9816350936889648,0.9816214144229889,689.2933480882664,292.17574221202926,Right_Hip,0.9976250529289246,Left_Wrist,0.9453697204589844
squats_1.mp4,8,0.8,625,207,759,407,26800,0.8917296528816223,721.7266845703125,252.76242065429688,0.9878543019294739,659.3853149414062,253.01083374023438,0.9935545921325684,740.176513671875,290.1731262207031,0.9548371434211731,641.6142578125,291.6080322265625,0.9763753414154053,724.2235717773438,291.2561950683594,0.9269806146621704,665.0016479492188,296.5212707519531,0.9512203931808472,706.680908203125,308.9835205078125,0.9920523166656494,662.7877807617188,309.1182556152344,0.9943521022796631,729.8336181640625,322.54632568359375,0.9738644361495972,653.2293090820312,322.4679260253906,0.9793201684951782,723.4066772460938,384.78704833984375,0.9396113753318787,646.802490234375,385.666015625,0.9490258097648621,0.9682540496190389,689.3289633914208,308.65510396105833,Right_Hip,0.9943521022796631,Left_Wrist,0.9269806146621704
squats_1.mp4,9,0.9,625,227,755,408,23530,0.8881899118423462,724.6278076171875,269.3291015625,0.9928828477859497,658.658203125,271.2599792480469,0.9957063794136047,743.0217895507812,303.87982177734375,0.9664766788482666,647.7759399414062,308.1584167480469,0.9782910346984863,726.739990234375,302.3683166503906,0.9461029767990112,675.8804321289062,306.9215393066406,0.9587497711181641,715.4246826171875,312.3246154785156,0.9947108030319214,669.5617065429688,313.41650390625,0.9961601495742798,730.5951538085938,329.2681579589844,0.9872850775718689,655.1162719726562,330.1553039550781,0.9891993999481201,724.9620971679688,386.3494567871094,0.9707696437835693,650.3989868164062,387.6299743652344,0.9736373424530029,0.9791643420855204,693.422923155898,318.3007935351102,Right_Hip,0.9961601495742798,Left_Wrist,0.9461029767990112
